Mod:Item:MetaData, Localized Name
draconicevolution:reactor_part:0, Reactor Stabilizer Frame
draconicevolution:reactor_part:1, Reactor Stabilizer Inner Rotor
draconicevolution:reactor_part:2, Reactor Stabilizer Outer Rotor
draconicevolution:reactor_part:3, Reactor Stabilizer Rotor Assembly
draconicevolution:reactor_part:4, Reactor Stabilizer Focus Ring
draconicevolution:reactor_component:0, Reactor Stabilizer
draconicevolution:reactor_component:1, Reactor Energy Injector
draconicevolution:draconic_spawner, Stabilized Mob Spawner
draconicevolution:draconium_chest, Draconium Chest
draconicevolution:chaos_crystal, Chaos Crystal
draconicevolution:chaos_shard_atmos, tile.draconicevolution:chaos_shard_atmos.name
draconicevolution:creative_rf_source, Creative RF Source
draconicevolution:placed_item, tile.draconicevolution:placed_item.name
draconicevolution:draconium_dust, Draconium Dust
draconicevolution:draconium_ingot, Draconium Ingot
draconicevolution:draconic_ingot, Awakened Draconium Ingot
draconicevolution:draconic_core, Draconic Core
draconicevolution:wyvern_core, Wyvern Core
draconicevolution:awakened_core, Awakened Core
draconicevolution:chaotic_core, Chaotic Core
draconicevolution:wyvern_energy_core, Wyvern Energy Core
draconicevolution:draconic_energy_core, Draconic Energy Core
draconicevolution:dragon_heart, Dragon Heart
draconicevolution:debugger, item.draconicevolution:debugger.name
draconicevolution:nugget:0, Draconium Nugget
draconicevolution:nugget:1, Awakened Draconium Nugget
draconicevolution:chaos_shard:0, Chaos Shard
draconicevolution:chaos_shard:1, Large Chaos Fragment
draconicevolution:chaos_shard:2, Small Chaos Fragment
draconicevolution:chaos_shard:3, Tiny Chaos Fragment
draconicevolution:draconium_capacitor:0, Wyvern Flux Capacitor
draconicevolution:draconium_capacitor:0, Wyvern Flux Capacitor
draconicevolution:draconium_capacitor:0, Wyvern Flux Capacitor
draconicevolution:draconium_capacitor:1, Draconic Flux Capacitor
draconicevolution:draconium_capacitor:1, Draconic Flux Capacitor
draconicevolution:draconium_capacitor:1, Draconic Flux Capacitor
draconicevolution:draconium_capacitor:2, Creative Flux Capacitor
draconicevolution:wyvern_axe, Axe of the Wyvern
draconicevolution:wyvern_bow, Bow of the Wyvern
draconicevolution:wyvern_pick, Pickaxe of the Wyvern
draconicevolution:wyvern_shovel, Shovel of the Wyvern
draconicevolution:wyvern_sword, Sword of the Wyvern
draconicevolution:draconic_axe, Draconic Axe
draconicevolution:draconic_bow, Draconic Bow
draconicevolution:draconic_hoe, Draconic Hoe
draconicevolution:draconic_pick, Draconic Pickaxe
draconicevolution:draconic_shovel, Draconic Shovel
draconicevolution:draconic_staff_of_power, Draconic Staff of Power
draconicevolution:draconic_sword, Draconic Sword
draconicevolution:tool_upgrade:0, Upgrade Key (RF Capacity)
draconicevolution:tool_upgrade:1, Upgrade Key (Dig Speed)
draconicevolution:tool_upgrade:2, Upgrade Key (Dig AOE)
draconicevolution:tool_upgrade:3, Upgrade Key (Attack Damage)
draconicevolution:tool_upgrade:4, Upgrade Key (Attack AOE)
draconicevolution:tool_upgrade:5, Upgrade Key (Arrow Damage)
draconicevolution:tool_upgrade:6, Upgrade Key (Draw Speed)
draconicevolution:tool_upgrade:7, Upgrade Key (Arrow Speed)
draconicevolution:tool_upgrade:8, Upgrade Key (Shield Capacity)
draconicevolution:tool_upgrade:9, Upgrade Key (Shield Recovery)
draconicevolution:tool_upgrade:10, Upgrade Key (Movement Speed)
draconicevolution:tool_upgrade:11, Upgrade Key (Jump Boost)
draconicevolution:dislocator, Dislocator
draconicevolution:dislocator_advanced, Advanced Dislocator
draconicevolution:dislocator_bound:1, Bound Dislocator (Point to Point)
draconicevolution:dislocator_bound:2, Bound Dislocator (Player)
draconicevolution:magnet:0, Item Dislocator
draconicevolution:magnet:1, Awakened Item Dislocator
draconicevolution:crystal_binder, Crystal Binder
draconicevolution:wyvern_helm, Wyvern Helm
draconicevolution:wyvern_chest, Wyvern Chestplate
draconicevolution:wyvern_legs, Wyvern Leggings
draconicevolution:wyvern_boots, Wyvern Boots
draconicevolution:draconic_helm, Draconic Helm
draconicevolution:draconic_chest, Draconic Chestplate
draconicevolution:draconic_legs, Draconic Leggings
draconicevolution:draconic_boots, Draconic Boots
draconicevolution:info_tablet, Draconic Evolution Information Tablet
draconicevolution:mob_soul, Soul
draconicevolution:creative_exchanger, Creative Block Exchanger
draconicevolution:ender_energy_manipulator, Ender Energy Manipulator
hbm:redstone_sword, Redstone Sword
hbm:big_sword, Great Sword
hbm:plate_armor_titanium, Titanium Armor Plate
hbm:plate_armor_ajr, Iron-Shod Armor Plating
hbm:plate_armor_hev, Reactive Armor Plating
hbm:plate_armor_lunar, Lunar Plating
hbm:syringe_empty, Empty Syringe
hbm:syringe_awesome, AWESOME
hbm:syringe_antidote, Antidote
hbm:syringe_metal_empty, Metal Syringe
hbm:syringe_poison, Poisonous Injection
hbm:syringe_metal_medx, Med-X
hbm:syringe_metal_psycho, Psycho
hbm:syringe_metal_super, Super Stimpak
hbm:syringe_taint, Watery Taint Injection
hbm:syringe_metal_stimpak, Stimpak
hbm:med_bag, Doctor's Bag
hbm:radaway, RadAway
hbm:radaway_strong, Strong RadAway
hbm:radaway_flush, Elite RadAway
hbm:radx, Rad-X
hbm:pill_iodine, Iodine Pill
hbm:plan_c, Plan C
hbm:stealth_boy, Stealth Device
hbm:gas_mask_filter, Gas Mask Filter
hbm:jetpack_tank, Jetpack Reserve Fuel Tank
hbm:gun_kit_1, Gun Oil
hbm:gun_kit_2, Gun Repair Kit
hbm:cladding_paint, Lead Paint
hbm:cladding_rubber, Rubber Cladding
hbm:cladding_lead, Lead Cladding
hbm:cladding_desh, Desh Cladding
hbm:euphemium_kit, Euphemium Kit
hbm:cbt_device, CBT Device
hbm:factory_core_titanium, Basic Factory Energy Cluster
hbm:factory_core_advanced, Advanced Factory Energy Cluster
hbm:dynosphere_base, Blank Dynosphere
hbm:dynosphere_desh, Desh Dynosphere
hbm:dynosphere_desh_charged, Desh Dynosphere (Charged)
hbm:dynosphere_schrabidium, Schrabidium Dynosphere
hbm:dynosphere_schrabidium_charged, Schrabidium Dynosphere (Charged)
hbm:dynosphere_euphemium, Euphemium Dynosphere
hbm:dynosphere_euphemium_charged, Euphemium Dynosphere (Charged)
hbm:dynosphere_dineutronium, Dineutronium Dynosphere
hbm:dynosphere_dineutronium_charged, Dineutronium Dynosphere (Charged)
hbm:hev_battery, Suit Battery
hbm:fusion_core, Fusion Core
hbm:energy_core, Makeshift Energy Core
hbm:fusion_core_infinite, Infinite Fusion Core
hbm:battery_generic, Battery
hbm:battery_advanced, Advanced Battery
hbm:battery_lithium, Lithium-Ion Battery
hbm:battery_schrabidium, Schrabidium Battery
hbm:battery_spark, Spark Battery
hbm:battery_trixite, Off-Brand Spark Battery
hbm:battery_creative, Infinite Battery
hbm:battery_red_cell, Redstone Power Cell
hbm:battery_red_cell_6, Sixfold Redstone Power Cell
hbm:battery_red_cell_24, 24-Fold Redstone Power Cell
hbm:battery_advanced_cell, Advanced Power Cell
hbm:battery_advanced_cell_4, Quadruple Advanced Power Cell
hbm:battery_advanced_cell_12, Twelvefold Advanced Power Cell
hbm:battery_lithium_cell, Lithium-Ion Power Cell
hbm:battery_lithium_cell_3, Tripple Lithium-Ion Power Cell
hbm:battery_lithium_cell_6, Sixfold Lithium-Ion Power Cell
hbm:battery_schrabidium_cell, Schrabidium Power Cell
hbm:battery_schrabidium_cell_2, Double Schrabidium Power Cell
hbm:battery_schrabidium_cell_4, Quadruple Schrabidium Power Cell
hbm:battery_spark_cell_6, Spark Power Cell
hbm:battery_spark_cell_25, Spark Arcane Car Battery
hbm:battery_spark_cell_100, Spark Arcane Energy Storage Array
hbm:battery_spark_cell_1000, Spark Arcane Mass-Energy Void
hbm:battery_spark_cell_2500, Spark Arcane Dirac Sea
hbm:battery_spark_cell_10000, Spark Solid Space-Time Crystal
hbm:battery_spark_cell_power, Spark Ludicrous Physics-Defying Energy Storage Unit
hbm:battery_potato, Potato Battery
hbm:battery_potatos, PotatOS
hbm:battery_su, SU-Battery
hbm:battery_su_l, Large SU-Battery
hbm:battery_steam, Steam Powered Energy Storage Tank
hbm:battery_steam_large, Large Steam Powered Energy Storage Tank
hbm:fuse, Fuse
hbm:screwdriver, Screwdriver
hbm:redcoil_capacitor, Redcoil Capacitor
hbm:titanium_filter, Titanium Filter
hbm:arc_electrode, Graphite Electrode
hbm:arc_electrode_burnt, Molten Electrode
hbm:arc_electrode_desh, Desh Electrode
hbm:particle_empty, Empty Particle Capsule
hbm:particle_hydrogen, Hydrogen Ion Capsule
hbm:particle_copper, Copper Ion Capsule
hbm:particle_lead, Lead Ion Capsule
hbm:particle_aproton, Antiproton Capsule
hbm:particle_aelectron, Positron Capsule
hbm:particle_amat, Antimatter Capsule
hbm:particle_aschrab, Antischrabidium Capsule
hbm:particle_higgs, Higgs Boson Capsule
hbm:particle_muon, Muon Capsule
hbm:particle_strange, Strange Quark Capsule
hbm:particle_dark, Dark Matter Capsule
hbm:particle_sparkticle, Sparkticle Capsule
hbm:particle_digamma, §cThe Digamma Particle§r
hbm:singularity, Singularity
hbm:singularity_counter_resonant, Contained Counter-Resonant Singularity
hbm:singularity_super_heated, Superheated Resonating Singularity
hbm:black_hole, Miniature Black Hole
hbm:singularity_spark, Spark Singularity
hbm:pellet_antimatter, Antimatter Cluster
hbm:crystal_xen, Artificial Xen Crystal
hbm:overfuse, Singularity Screwdriver
hbm:piston_selenium, Radial Engine Piston
hbm:crystal_energy, Energy Crystal
hbm:pellet_coolant, Coolant Cluster
hbm:tank_steel, Steel Tank
hbm:rune_blank, Blank Catalyst Matrix
hbm:rune_isa, Cool Catalyst Matrix
hbm:rune_dagaz, Balanced Catalyst Matrix
hbm:rune_hagalaz, Rough Catalyst Matrix
hbm:rune_jera, Multiplicative Catalyst Matrix
hbm:rune_thurisaz, Additive Catalyst Matrix
hbm:ams_catalyst_blank, Blank Reaction Catalyst
hbm:ams_catalyst_aluminium, Aluminum Reaction Catalyst
hbm:ams_catalyst_beryllium, Beryllium Reaction Catalyst
hbm:ams_catalyst_caesium, Caeseium Reaction Catalyst
hbm:ams_catalyst_cerium, Cerium Reaction Catalyst
hbm:ams_catalyst_cobalt, Cobalt Reaction Catalyst
hbm:ams_catalyst_copper, Copper Reaction Catalyst
hbm:ams_catalyst_dineutronium, Dineutronium Reaction Catalyst
hbm:ams_catalyst_euphemium, Euphemium Reaction Catalyst
hbm:ams_catalyst_iron, Iron Reaction Catalyst
hbm:ams_catalyst_lithium, Lithium Reaction Catalyst
hbm:ams_catalyst_niobium, Niobium Reaction Catalyst
hbm:ams_catalyst_schrabidium, Schrabidium Reaction Catalyst
hbm:ams_catalyst_strontium, Strontium Reaction Catalyst
hbm:ams_catalyst_thorium, Thorium Reaction Catalyst
hbm:ams_catalyst_tungsten, Tungsten Reaction Catalyst
hbm:canister_fuel, Diesel Canister
hbm:canister_napalm, Napalm B
hbm:fluid_tank_full:0, Empty Universal Fluid Tank
hbm:fluid_tank_full:0, Universal Fluid Tank: Water
hbm:fluid_tank_full:0, Universal Fluid Tank: Lava
hbm:fluid_tank_full:0, Universal Fluid Tank: Molten Iron
hbm:fluid_tank_full:0, Universal Fluid Tank: Molten Gold
hbm:fluid_tank_full:0, Universal Fluid Tank: Molten Pigiron
hbm:fluid_tank_full:0, Universal Fluid Tank: Molten Cobalt
hbm:fluid_tank_full:0, Universal Fluid Tank: Molten Ardite
hbm:fluid_tank_full:0, Universal Fluid Tank: Molten Manyullyn
hbm:fluid_tank_full:0, Universal Fluid Tank: Molten Knightslime
hbm:fluid_tank_full:0, Universal Fluid Tank: Molten Aluminum Brass
hbm:fluid_tank_full:0, Universal Fluid Tank: Molten Brass
hbm:fluid_tank_full:0, Universal Fluid Tank: Molten Copper
hbm:fluid_tank_full:0, Universal Fluid Tank: Molten Tin
hbm:fluid_tank_full:0, Universal Fluid Tank: Molten Bronze
hbm:fluid_tank_full:0, Universal Fluid Tank: Molten Zinc
hbm:fluid_tank_full:0, Universal Fluid Tank: Molten Lead
hbm:fluid_tank_full:0, Universal Fluid Tank: Molten Nickel
hbm:fluid_tank_full:0, Universal Fluid Tank: Molten Silver
hbm:fluid_tank_full:0, Universal Fluid Tank: Molten Electrum
hbm:fluid_tank_full:0, Universal Fluid Tank: Molten Steel
hbm:fluid_tank_full:0, Universal Fluid Tank: Molten Aluminum
hbm:fluid_tank_full:0, Universal Fluid Tank: Liquid Hydrogen
hbm:fluid_tank_full:0, Universal Fluid Tank: Liquid Oxygen
hbm:fluid_tank_full:0, Universal Fluid Tank: Liquid Chlorine
hbm:fluid_tank_full:0, Universal Fluid Tank: Liquid Sulfur Dioxide
hbm:fluid_tank_full:0, Universal Fluid Tank: Liquid Sulfur Trioxide
hbm:fluid_tank_full:0, Universal Fluid Tank: Sulfuric Acid
hbm:fluid_tank_full:0, Universal Fluid Tank: Liquid Hydrogen Chloride
hbm:fluid_tank_full:0, Universal Fluid Tank: Liquid Ethylene
hbm:fluid_tank_full:0, Universal Fluid Tank: Liquid Sodium
hbm:fluid_tank_full:0, Universal Fluid Tank: Brine
hbm:fluid_tank_full:0, Universal Fluid Tank: Liquid Deuterium
hbm:fluid_tank_full:0, Universal Fluid Tank: Liquid Tritium
hbm:fluid_tank_full:0, Universal Fluid Tank: Liquid D-T Fuel
hbm:fluid_tank_full:0, Universal Fluid Tank: Liquid Lithium
hbm:fluid_tank_full:0, Universal Fluid Tank: Heavy Water
hbm:fluid_tank_full:0, Universal Fluid Tank: Steam
hbm:fluid_tank_full:0, Universal Fluid Tank: Crude Oil
hbm:fluid_tank_full:0, Universal Fluid Tank: Fuel
hbm:fluid_tank_full:0, Universal Fluid Tank: Liquid Oxygen
hbm:fluid_tank_full:0, Universal Fluid Tank: Liquid Hydrogen
hbm:fluid_tank_full:0, Universal Fluid Tank: Bacterial Sludge
hbm:fluid_tank_full:0, Universal Fluid Tank: Methane Gas
hbm:fluid_tank_full:0, Universal Fluid Tank: Atmospheric Gases
hbm:fluid_tank_full:0, Universal Fluid Tank: Liquid Methane
hbm:fluid_tank_full:0, Universal Fluid Tank: Liquid Nitrogen
hbm:fluid_tank_full:0, Universal Fluid Tank: Nitrogen Gas
hbm:fluid_tank_full:0, Universal Fluid Tank: CO2 Gas
hbm:fluid_tank_full:0, Universal Fluid Tank: Argon Gas
hbm:fluid_tank_full:0, Universal Fluid Tank: Liquid Argon
hbm:fluid_tank_full:0, Universal Fluid Tank: Helium Gas
hbm:fluid_tank_full:0, Universal Fluid Tank: Sulphuric Acid
hbm:fluid_tank_full:0, Universal Fluid Tank: Witchwater
hbm:fluid_tank_full:0, Universal Fluid Tank: Liquid Ethane-Methane
hbm:fluid_tank_full:0, Universal Fluid Tank: Helium-3
hbm:fluid_tank_full:0, Universal Fluid Tank: Ethane
hbm:fluid_tank_full:0, Universal Fluid Tank: Liquid Helium-Hydrogen
hbm:fluid_tank_full:0, Universal Fluid Tank: Stereotypical Green Ooze
hbm:fluid_tank_full:0, Universal Fluid Tank: Poisonous Mud
hbm:fluid_tank_full:0, Universal Fluid Tank: Schrabidic Acid
hbm:fluid_tank_full:0, Universal Fluid Tank: Dense Steam
hbm:fluid_tank_full:0, Universal Fluid Tank: Super Dense Steam
hbm:fluid_tank_full:0, Universal Fluid Tank: Ultra Dense Steam
hbm:fluid_tank_full:0, Universal Fluid Tank: Coolant
hbm:fluid_tank_full:0, Universal Fluid Tank: Deuterium
hbm:fluid_tank_full:0, Universal Fluid Tank: Tritium
hbm:fluid_tank_full:0, Universal Fluid Tank: Hot Crude Oil
hbm:fluid_tank_full:0, Universal Fluid Tank: Heavy Oil
hbm:fluid_tank_full:0, Universal Fluid Tank: Bitumen
hbm:fluid_tank_full:0, Universal Fluid Tank: Industrial Oil
hbm:fluid_tank_full:0, Universal Fluid Tank: Heating Oil
hbm:fluid_tank_full:0, Universal Fluid Tank: Reclaimed Industrial Oil
hbm:fluid_tank_full:0, Universal Fluid Tank: Petroil
hbm:fluid_tank_full:0, Universal Fluid Tank: Engine Lubricant
hbm:fluid_tank_full:0, Universal Fluid Tank: Naphtha
hbm:fluid_tank_full:0, Universal Fluid Tank: Diesel
hbm:fluid_tank_full:0, Universal Fluid Tank: Light Oil
hbm:fluid_tank_full:0, Universal Fluid Tank: Kerosene
hbm:fluid_tank_full:0, Universal Fluid Tank: Natural Gas
hbm:fluid_tank_full:0, Universal Fluid Tank: Petroleum Gas
hbm:fluid_tank_full:0, Universal Fluid Tank: Biogas
hbm:fluid_tank_full:0, Universal Fluid Tank: Biofuel
hbm:fluid_tank_full:0, Universal Fluid Tank: NITAN© 100 Octane Super Fuel
hbm:fluid_tank_full:0, Universal Fluid Tank: Uranium Hexafluoride
hbm:fluid_tank_full:0, Universal Fluid Tank: Plutonium Hexafluoride
hbm:fluid_tank_full:0, Universal Fluid Tank: Schrabidium Trisulfide
hbm:fluid_tank_full:0, Universal Fluid Tank: Antimatter
hbm:fluid_tank_full:0, Universal Fluid Tank: Antischrabidium
hbm:fluid_tank_full:0, Universal Fluid Tank: Hydrogen Peroxide
hbm:fluid_tank_full:0, Universal Fluid Tank: Poisonous Mud
hbm:fluid_tank_full:0, Universal Fluid Tank: Cryogel
hbm:fluid_tank_full:0, Universal Fluid Tank: Xenon Gas
hbm:fluid_tank_full:0, Universal Fluid Tank: BF Rocket Fuel
hbm:fluid_tank_full:0, Universal Fluid Tank: Mercury
hbm:fluid_tank_full:0, Universal Fluid Tank: Deuterium-Tritium Plasma
hbm:fluid_tank_full:0, Universal Fluid Tank: Hydrogen-Deuterium Plasma
hbm:fluid_tank_full:0, Universal Fluid Tank: Hydrogen-Tritium Plasma
hbm:fluid_tank_full:0, Universal Fluid Tank: Xenon-Mercury Plasma
hbm:fluid_tank_full:0, Universal Fluid Tank: Balefire Plasma
hbm:fluid_tank_full:0, Universal Fluid Tank: XP
hbm:fluid_tank_full:0, Universal Fluid Tank: Infected Purlonite Water
hbm:fluid_tank_full:0, Universal Fluid Tank: Infected Purlonite Lava
hbm:fluid_tank_full:0, Universal Fluid Tank: Cheese Milk
hbm:fluid_tank_full:0, Universal Fluid Tank: Gaseous Cheese Milk
hbm:fluid_tank_full:0, Universal Fluid Tank: Infected Water
hbm:fluid_tank_full:0, Universal Fluid Tank: Helium Gas
hbm:fluid_tank_full:0, Universal Fluid Tank: Nuclear Waste
hbm:fluid_tank_full:0, Universal Fluid Tank: Purified Water
hbm:fluid_tank_full:0, Universal Fluid Tank: Seared Stone
hbm:fluid_tank_full:0, Universal Fluid Tank: Molten Obsidian
hbm:fluid_tank_full:0, Universal Fluid Tank: Molten Clay
hbm:fluid_tank_full:0, Universal Fluid Tank: Liquid Dirt
hbm:fluid_tank_full:0, Universal Fluid Tank: Molten Emerald
hbm:fluid_tank_full:0, Universal Fluid Tank: Molten Glass
hbm:fluid_tank_full:0, Universal Fluid Tank: Blood
hbm:fluid_tank_full:0, Universal Fluid Tank: Milk
hbm:fluid_tank_full:0, Universal Fluid Tank: Liquid Blue Slime
hbm:fluid_tank_full:0, Universal Fluid Tank: Liquid Purple Slime
hbm:fluid_tank_full:0, Universal Fluid Tank: Fluid Yellorium
hbm:fluid_tank_full:0, Universal Fluid Tank: Fluid Cyanite
hbm:fluid_tank_full:0, Universal Fluid Tank: fluid.fuelcolumn
hbm:fluid_barrel_full:0, Empty Fluid Barrel
hbm:fluid_barrel_full:0, Fluid Barrel: Water
hbm:fluid_barrel_full:0, Fluid Barrel: Lava
hbm:fluid_barrel_full:0, Fluid Barrel: Molten Iron
hbm:fluid_barrel_full:0, Fluid Barrel: Molten Gold
hbm:fluid_barrel_full:0, Fluid Barrel: Molten Pigiron
hbm:fluid_barrel_full:0, Fluid Barrel: Molten Cobalt
hbm:fluid_barrel_full:0, Fluid Barrel: Molten Ardite
hbm:fluid_barrel_full:0, Fluid Barrel: Molten Manyullyn
hbm:fluid_barrel_full:0, Fluid Barrel: Molten Knightslime
hbm:fluid_barrel_full:0, Fluid Barrel: Molten Aluminum Brass
hbm:fluid_barrel_full:0, Fluid Barrel: Molten Brass
hbm:fluid_barrel_full:0, Fluid Barrel: Molten Copper
